term_str,n,n_chars,p,i,max_pos,max_pos_group,stop,stem_porter,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_sentiment
don,124,3,0.0009397641495134,10.055413647249551,NNP,NN,1,don,0,0,0,0,0,0,1,0,0,1,1
doom,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,doom,0,0,0,1,0,1,0,0,0,0,-1
doomed,2,6,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,doom,0,0,0,1,0,1,0,1,0,0,-1
doubt,8,5,6.0629945129899655e-05,14.009609957636428,NN,NN,0,doubt,0,0,0,1,0,1,0,1,0,1,-1
drab,1,4,7.578743141237457e-06,17.009609957636428,VB,VB,0,drab,0,0,0,0,0,1,0,1,0,0,-1
dreadful,3,8,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,dread,1,1,1,1,0,1,0,1,0,0,-1
drunken,1,7,7.578743141237457e-06,17.009609957636428,VBN,VB,0,drunken,0,0,1,0,0,1,0,0,0,0,-1
dull,3,4,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,dull,0,0,0,0,0,1,0,1,0,0,-1
durable,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,durabl,0,0,0,0,0,0,1,0,0,1,1
duress,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,duress,1,0,1,1,0,1,0,1,0,0,-1
dwarfed,2,7,1.5157486282474914e-05,16.009609957636428,VBN,VB,0,dwarf,0,0,0,1,0,1,0,1,0,0,-1
dying,3,5,2.2736229423712372e-05,15.424647456915272,VBG,VB,0,die,1,0,1,1,0,1,0,1,0,0,-1
earthquake,2,10,1.5157486282474914e-05,16.009609957636428,NN,NN,0,earthquak,1,0,0,1,0,1,0,1,1,0,-1
ecstasy,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,ecstasi,0,1,0,0,1,0,1,0,0,0,1
edict,1,5,7.578743141237457e-06,17.009609957636428,NN,NN,0,edict,0,0,0,1,0,1,0,0,0,0,-1
educational,10,11,7.578743141237457e-05,13.687681862749066,JJ,JJ,0,educ,0,0,0,0,0,0,1,0,0,1,1
effective,9,9,6.820868827113711e-05,13.839684956194116,JJ,JJ,0,effect,0,0,0,0,0,0,1,0,0,1,1
elder,5,5,3.7893715706187286e-05,14.687681862749066,NN,NN,0,elder,0,0,0,0,0,0,1,0,0,1,1
elect,1,5,7.578743141237457e-06,17.009609957636428,NNP,NN,0,elect,0,0,0,0,0,0,1,0,0,1,1
electric,6,8,4.5472458847424745e-05,14.424647456915272,JJ,JJ,0,electr,0,0,0,0,1,0,1,0,1,0,1
elegance,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,eleg,0,1,0,0,1,0,1,0,0,1,1
elegant,6,7,4.5472458847424745e-05,14.424647456915272,JJ,JJ,0,eleg,0,0,0,0,1,0,1,0,0,0,1
elimination,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,elimin,1,0,1,1,0,1,0,1,0,0,-1
elite,5,5,3.7893715706187286e-05,14.687681862749066,JJ,JJ,0,elit,0,1,0,0,1,0,1,0,0,1,1
embarrassment,1,13,7.578743141237457e-06,17.009609957636428,NN,NN,0,embarrass,0,0,0,1,0,1,0,1,1,0,-1
embrace,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,embrac,0,1,0,0,1,0,1,0,1,1,1
emergency,5,9,3.7893715706187286e-05,14.687681862749066,NN,NN,0,emerg,0,0,0,1,0,1,0,1,1,0,-1
eminence,3,8,2.2736229423712372e-05,15.424647456915272,NN,NN,0,emin,0,0,0,0,0,0,1,0,0,1,1
enable,2,6,1.5157486282474914e-05,16.009609957636428,VB,VB,0,enabl,0,0,0,0,0,0,1,0,0,1,1
enchanted,1,9,7.578743141237457e-06,17.009609957636428,NNP,NN,0,enchant,0,0,0,0,1,0,1,0,0,1,1
enchanting,2,10,1.5157486282474914e-05,16.009609957636428,NN,NN,0,enchant,0,1,0,0,1,0,1,0,0,0,1
encourage,3,9,2.2736229423712372e-05,15.424647456915272,VB,VB,0,encourag,0,0,0,0,1,0,1,0,0,1,1
encyclopedia,1,12,7.578743141237457e-06,17.009609957636428,NNP,NN,0,encyclopedia,0,0,0,0,0,0,1,0,0,1,1
endanger,1,8,7.578743141237457e-06,17.009609957636428,VB,VB,0,endang,0,1,0,1,0,1,0,0,0,0,-1
endless,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,endless,1,0,0,1,1,1,1,1,0,1,0
enemy,5,5,3.7893715706187286e-05,14.687681862749066,NN,NN,0,enemi,1,0,1,1,0,1,0,0,0,0,-1
engaged,1,7,7.578743141237457e-06,17.009609957636428,VBN,VB,0,engag,0,1,0,0,1,0,1,0,0,1,1
engaging,1,8,7.578743141237457e-06,17.009609957636428,VBG,VB,0,engag,0,0,0,0,1,0,1,0,0,1,1
enjoy,8,5,6.0629945129899655e-05,14.009609957636428,VB,VB,0,enjoy,0,1,0,0,1,0,1,0,0,1,1
enjoying,4,8,3.0314972564949827e-05,15.009609957636428,VBG,VB,0,enjoy,0,1,0,0,1,0,1,0,0,1,1
enroll,3,6,2.2736229423712372e-05,15.424647456915272,VB,VB,0,enrol,0,1,0,0,0,0,0,0,0,1,0
enslaved,1,8,7.578743141237457e-06,17.009609957636428,VBD,VB,0,enslav,1,0,1,1,0,1,0,1,0,0,-1
entertain,1,9,7.578743141237457e-06,17.009609957636428,VB,VB,0,entertain,0,0,0,0,1,0,1,0,0,0,1
entertained,6,11,4.5472458847424745e-05,14.424647456915272,VBD,VB,0,entertain,0,0,0,0,1,0,1,0,0,0,1
entertaining,2,12,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,entertain,0,1,0,0,1,0,1,0,0,0,1
entertainment,23,13,0.0001743110922484,12.486048001579416,NNP,NN,0,entertain,0,1,0,0,1,0,1,0,1,1,1
enthusiasm,4,10,3.0314972564949827e-05,15.009609957636428,NN,NN,0,enthusiasm,0,1,0,0,1,0,1,0,1,0,1
equality,4,8,3.0314972564949827e-05,15.009609957636428,NN,NN,0,equal,0,0,0,0,1,0,1,0,0,1,1
error,5,5,3.7893715706187286e-05,14.687681862749066,NN,NN,0,error,0,0,0,0,0,1,0,1,0,0,-1
escape,8,6,6.0629945129899655e-05,14.009609957636428,NN,NN,0,escap,0,1,0,1,0,1,1,0,0,0,0
established,12,11,9.094491769484948e-05,13.424647456915272,VBN,VB,0,establish,0,0,0,0,1,0,1,0,0,0,1
esteem,2,6,1.5157486282474914e-05,16.009609957636428,NN,NN,0,esteem,0,0,0,0,1,0,1,1,0,1,1
evergreen,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,evergreen,0,0,0,0,1,0,1,0,0,1,1
evict,1,5,7.578743141237457e-06,17.009609957636428,VB,VB,0,evict,0,0,0,0,0,1,0,1,0,0,-1
evident,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,evid,0,0,0,0,0,0,1,0,0,1,1
evil,4,4,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,evil,1,0,1,1,0,1,0,1,0,0,-1
exalted,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,exalt,0,0,0,0,1,0,1,0,0,1,1
examination,4,11,3.0314972564949827e-05,15.009609957636428,NN,NN,0,examin,0,0,0,1,0,1,0,0,1,0,-1
excellence,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,excel,0,0,1,0,1,0,1,0,0,1,1
excellent,2,9,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,excel,0,0,0,0,1,0,1,0,0,1,1
exchange,8,8,6.0629945129899655e-05,14.009609957636428,NN,NN,0,exchang,0,0,0,0,0,0,1,0,0,1,1
excited,5,7,3.7893715706187286e-05,14.687681862749066,JJ,JJ,0,excit,0,1,0,0,1,0,1,0,1,1,1
excitement,4,10,3.0314972564949827e-05,15.009609957636428,NN,NN,0,excit,0,1,0,0,1,0,1,0,1,0,1
exciting,6,8,4.5472458847424745e-05,14.424647456915272,JJ,JJ,0,excit,0,1,0,0,1,0,1,0,1,0,1
excluded,1,8,7.578743141237457e-06,17.009609957636428,VBN,VB,0,exclud,0,0,1,0,0,1,0,1,0,0,-1
excluding,2,9,1.5157486282474914e-05,16.009609957636428,VBG,VB,0,exclud,0,0,0,0,0,1,0,1,0,0,-1
exclusion,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,exclus,0,0,1,1,0,1,0,1,0,0,-1
execution,4,9,3.0314972564949827e-05,15.009609957636428,NN,NN,0,execut,1,0,0,1,0,1,0,1,0,1,-1
exhausted,1,9,7.578743141237457e-06,17.009609957636428,VBN,VB,0,exhaust,0,0,0,0,0,1,0,1,0,0,-1
exile,1,5,7.578743141237457e-06,17.009609957636428,NN,NN,0,exil,1,0,0,1,0,1,0,1,0,0,-1
expect,9,6,6.820868827113711e-05,13.839684956194116,VBP,VB,0,expect,0,1,0,0,0,0,1,0,1,1,1
expedition,1,10,7.578743141237457e-06,17.009609957636428,NN,NN,0,expedit,0,1,0,0,0,0,1,0,0,0,1
experienced,3,11,2.2736229423712372e-05,15.424647456915272,VBN,VB,0,experienc,0,0,0,0,0,0,1,0,0,1,1
experiment,3,10,2.2736229423712372e-05,15.424647456915272,NN,NN,0,experi,0,1,0,0,0,0,0,0,1,0,0
expert,4,6,3.0314972564949827e-05,15.009609957636428,NN,NN,0,expert,0,0,0,0,0,0,1,0,0,1,1
expertise,2,9,1.5157486282474914e-05,16.009609957636428,NN,NN,0,expertis,0,0,0,0,0,0,1,0,0,1,1
explain,5,7,3.7893715706187286e-05,14.687681862749066,VB,VB,0,explain,0,0,0,0,0,0,1,0,0,1,1
explode,3,7,2.2736229423712372e-05,15.424647456915272,VBP,VB,0,explod,1,0,0,1,0,1,0,1,1,0,-1
explosion,3,9,2.2736229423712372e-05,15.424647456915272,NN,NN,0,explos,0,0,0,1,0,1,0,0,1,0,-1
expose,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,expos,0,1,0,1,0,0,0,0,0,0,0
expulsion,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,expuls,1,0,1,1,0,1,0,1,0,0,-1
exquisite,1,9,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,exquisit,0,0,0,0,1,0,1,0,0,0,1
facts,7,5,5.30512019886622e-05,14.202255035578824,NNS,NN,0,fact,0,0,0,0,0,0,1,0,0,1,1
faculty,10,7,7.578743141237457e-05,13.687681862749066,NN,NN,0,faculti,0,0,0,0,0,0,1,0,0,1,1
failing,3,7,2.2736229423712372e-05,15.424647456915272,VBG,VB,0,fail,1,1,0,1,0,1,0,1,0,0,-1
failure,7,7,5.30512019886622e-05,14.202255035578824,NN,NN,0,failur,0,0,1,1,0,1,0,1,0,0,-1
fairly,2,6,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,fairli,0,0,0,0,0,0,1,0,0,1,1
faith,3,5,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,faith,0,1,0,0,1,0,1,0,0,1,1
fall,18,4,0.0001364173765422,12.839684956194116,NN,NN,0,fall,0,0,0,0,0,1,0,1,0,0,-1
falling,2,7,1.5157486282474914e-05,16.009609957636428,VBG,VB,0,fall,0,0,0,0,0,1,0,1,0,0,-1
familiar,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,familiar,0,0,0,0,0,0,1,0,0,1,1
famine,3,6,2.2736229423712372e-05,15.424647456915272,NN,NN,0,famin,0,0,0,0,0,1,0,1,0,0,-1
fancy,8,5,6.0629945129899655e-05,14.009609957636428,JJ,JJ,0,fanci,0,1,0,0,1,0,1,0,0,0,1
fanfare,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,fanfar,0,1,0,0,1,0,1,0,1,0,1
fat,10,3,7.578743141237457e-05,13.687681862749066,NNP,NN,0,fat,0,0,1,0,0,1,0,1,0,0,-1
fatal,5,5,3.7893715706187286e-05,14.687681862749066,JJ,JJ,0,fatal,1,0,0,1,0,1,0,1,0,0,-1
fatality,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,fatal,0,0,0,1,0,1,0,1,0,0,-1
fate,2,4,1.5157486282474914e-05,16.009609957636428,NN,NN,0,fate,0,1,0,0,0,1,0,0,0,0,-1
fault,2,5,1.5157486282474914e-05,16.009609957636428,NN,NN,0,fault,0,0,0,0,0,1,0,1,0,0,-1
favorite,13,8,9.852366083608696e-05,13.309170239495336,JJ,JJ,0,favorit,0,0,0,0,1,0,1,0,0,1,1
fear,2,4,1.5157486282474914e-05,16.009609957636428,NN,NN,0,fear,1,0,0,1,0,1,0,0,0,0,-1
feat,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,feat,0,1,0,0,1,0,1,0,1,0,1
fee,4,3,3.0314972564949827e-05,15.009609957636428,NN,NN,0,fee,1,0,0,0,0,1,0,0,0,0,-1
feeling,21,7,0.0001591536059659,12.617292534857668,NN,NN,0,feel,1,1,1,1,1,1,1,1,1,1,0
fell,8,4,6.0629945129899655e-05,14.009609957636428,VBD,VB,0,fell,0,0,0,0,0,1,0,1,0,0,-1
fellow,10,6,7.578743141237457e-05,13.687681862749066,NN,NN,0,fellow,0,0,0,0,0,0,1,0,0,1,1
festival,10,8,7.578743141237457e-05,13.687681862749066,NNP,NN,0,festiv,0,1,0,0,1,0,1,0,1,0,1
fete,3,4,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,fete,0,1,0,0,1,0,1,0,1,0,1
feud,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,feud,1,0,0,0,0,1,0,0,0,0,-1
fiend,1,5,7.578743141237457e-06,17.009609957636428,NN,NN,0,fiend,1,0,1,1,0,1,0,0,0,0,-1
fight,55,5,0.000416830872768,11.228250244111768,NN,NN,0,fight,1,0,0,1,0,1,0,0,0,0,-1
fighting,12,8,9.094491769484948e-05,13.424647456915272,VBG,VB,0,fight,1,0,0,0,0,1,0,0,0,0,-1
finally,18,7,0.0001364173765422,12.839684956194116,RB,RB,0,final,0,1,1,0,1,0,1,0,1,1,1
firmness,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,firm,0,0,0,0,0,0,1,0,0,1,1
fits,2,4,1.5157486282474914e-05,16.009609957636428,NNS,NN,0,fit,1,0,0,0,0,1,0,0,0,0,-1
fitting,1,7,7.578743141237457e-06,17.009609957636428,VBG,VB,0,fit,0,1,0,0,1,0,1,0,0,1,1
flagrant,2,8,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,flagrant,1,0,1,0,0,1,0,0,0,0,-1
flattering,1,10,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,flatter,0,0,0,0,1,0,1,0,0,0,1
flee,3,4,2.2736229423712372e-05,15.424647456915272,VB,VB,0,flee,0,0,0,1,0,1,0,0,0,0,-1
flying,7,6,5.30512019886622e-05,14.202255035578824,VBG,VB,0,fli,0,0,0,1,0,0,1,0,0,0,1
foe,1,3,7.578743141237457e-06,17.009609957636428,NN,NN,0,foe,1,0,0,1,0,1,0,0,0,0,-1
food,26,4,0.0001970473216721,12.309170239495336,NN,NN,0,food,0,0,0,0,1,0,1,0,0,1,1
fool,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,fool,0,0,1,0,0,1,0,0,0,0,-1
football,27,8,0.0002046260648134,12.25472245547296,NN,NN,0,footbal,0,1,0,0,1,0,1,0,0,0,1
forbidding,1,10,7.578743141237457e-06,17.009609957636428,VBG,VB,0,forbid,1,0,0,1,0,1,0,0,0,0,-1
force,33,5,0.0002500985236608,11.965215838277976,NNP,NN,0,forc,1,0,0,1,0,1,0,0,0,0,-1
forced,20,6,0.0001515748628247,12.687681862749066,VBN,VB,0,forc,0,0,0,1,0,1,0,0,0,0,-1
forcibly,1,8,7.578743141237457e-06,17.009609957636428,RB,RB,0,forcibl,1,0,0,1,0,1,0,0,0,0,-1
forearm,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,forearm,1,1,0,0,0,0,0,0,0,0,0
forecast,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,forecast,0,1,0,0,0,0,0,0,0,1,0
forgotten,3,9,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,forgotten,0,0,0,1,0,1,0,1,0,0,-1
formula,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,formula,0,0,0,0,0,0,1,0,0,1,1
fortitude,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,fortitud,0,0,0,0,1,0,1,0,0,1,1
fortune,9,7,6.820868827113711e-05,13.839684956194116,NN,NN,0,fortun,0,1,0,0,1,0,1,0,1,1,1
foul,2,4,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,foul,1,0,1,1,0,1,0,0,0,0,-1
found,62,5,0.0004698820747567,11.055413647249551,VBD,VB,0,found,0,0,0,0,1,0,1,0,0,1,1
frank,34,5,0.000257677266802,11.922147116386087,NNP,NN,0,frank,0,0,0,0,0,0,1,0,0,1,1
fraud,6,5,4.5472458847424745e-05,14.424647456915272,NN,NN,0,fraud,1,0,0,0,0,1,0,0,0,0,-1
freedom,14,7,0.0001061024039773,13.202255035578824,NN,NN,0,freedom,0,0,0,0,1,0,1,0,0,1,1
freely,1,6,7.578743141237457e-06,17.009609957636428,RB,RB,0,freeli,0,0,0,0,1,0,1,0,0,1,1
friend,28,6,0.0002122048079546,12.202255035578824,NN,NN,0,friend,0,0,0,0,1,0,1,0,0,1,1
friendly,6,8,4.5472458847424745e-05,14.424647456915272,JJ,JJ,0,friendli,0,1,0,0,1,0,1,0,0,1,1
friendship,3,10,2.2736229423712372e-05,15.424647456915272,NN,NN,0,friendship,0,0,0,0,1,0,1,0,0,1,1
frightened,4,10,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,frighten,0,0,0,1,0,1,0,0,1,0,-1
frown,1,5,7.578743141237457e-06,17.009609957636428,VB,VB,0,frown,0,0,0,0,0,1,0,1,0,0,-1
frustrated,3,10,2.2736229423712372e-05,15.424647456915272,JJ,VB,0,frustrat,1,0,0,0,0,1,0,0,0,0,-1
frustration,1,11,7.578743141237457e-06,17.009609957636428,NN,NN,0,frustrat,1,0,0,0,0,1,0,0,0,0,-1
fugitive,3,8,2.2736229423712372e-05,15.424647456915272,JJ,JJ,0,fugit,1,0,1,1,0,1,0,1,0,1,-1
fully,3,5,2.2736229423712372e-05,15.424647456915272,RB,RB,0,fulli,0,0,0,0,0,0,1,0,0,1,1
fun,5,3,3.7893715706187286e-05,14.687681862749066,NN,NN,0,fun,0,1,0,0,1,0,1,0,0,0,1
fungus,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,fungu,0,0,1,0,0,1,0,0,0,0,-1
funk,3,4,2.2736229423712372e-05,15.424647456915272,NN,NN,0,funk,0,0,0,0,0,1,0,1,0,0,-1
fury,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,furi,1,0,0,1,0,1,0,1,0,0,-1
fuse,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,fuse,0,0,0,0,0,0,1,0,0,1,1
fuss,3,4,2.2736229423712372e-05,15.424647456915272,NN,NN,0,fuss,1,0,0,0,0,1,0,1,0,0,-1
gain,5,4,3.7893715706187286e-05,14.687681862749066,VB,VB,0,gain,0,1,0,0,1,0,1,0,0,0,1
gambling,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,gambl,0,1,0,0,0,1,0,0,1,0,-1
gang,6,4,4.5472458847424745e-05,14.424647456915272,NN,NN,0,gang,1,0,0,1,0,1,0,0,0,0,-1
garbage,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,garbag,0,0,1,0,0,1,0,0,0,0,-1
garden,9,6,6.820868827113711e-05,13.839684956194116,NNP,NN,0,garden,0,0,0,0,1,0,1,0,0,0,1
garrison,1,8,7.578743141237457e-06,17.009609957636428,NNP,NN,0,garrison,0,0,0,0,0,0,1,0,0,1,1
gasping,1,7,7.578743141237457e-06,17.009609957636428,VBG,VB,0,gasp,0,0,0,1,0,1,0,0,0,0,-1
gem,1,3,7.578743141237457e-06,17.009609957636428,NN,NN,0,gem,0,0,0,0,1,0,1,0,0,0,1
general,57,7,0.0004319883590505,11.176719943471689,NNP,NN,0,gener,0,0,0,0,0,0,1,0,0,1,1
generous,2,8,1.5157486282474914e-05,16.009609957636428,JJ,JJ,0,gener,0,0,0,0,1,0,1,0,0,1,1
gent,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,gent,1,0,1,1,0,1,0,0,0,0,-1
gentleman,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,gentleman,0,0,0,0,0,0,1,0,0,1,1
gentry,1,6,7.578743141237457e-06,17.009609957636428,NNP,NN,0,gentri,0,0,0,0,0,0,1,0,0,1,1
genuine,4,7,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,genuin,0,0,0,0,0,0,1,0,0,1,1
germ,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,germ,0,1,1,0,0,0,0,0,0,0,0
ghetto,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,ghetto,0,0,1,1,0,1,0,1,0,0,-1
gift,12,4,9.094491769484948e-05,13.424647456915272,NN,NN,0,gift,0,1,0,0,1,0,1,0,1,0,1
glad,3,4,2.2736229423712372e-05,15.424647456915272,NN,NN,0,glad,0,1,0,0,1,0,1,0,0,0,1
glee,1,4,7.578743141237457e-06,17.009609957636428,NN,NN,0,glee,0,0,0,0,1,0,1,0,0,0,1
glitter,2,7,1.5157486282474914e-05,16.009609957636428,NN,NN,0,glitter,0,0,1,0,1,0,0,0,0,0,0
glorification,1,13,7.578743141237457e-06,17.009609957636428,NN,NN,0,glorif,0,0,0,0,1,0,1,0,0,0,1
glory,1,5,7.578743141237457e-06,17.009609957636428,NN,NN,0,glori,0,1,0,0,1,0,1,0,0,1,1
glow,1,4,7.578743141237457e-06,17.009609957636428,NNP,NN,0,glow,0,1,0,0,1,0,1,0,0,1,1
god,19,3,0.0001439961196835,12.761682444192845,NNP,NN,0,god,0,1,0,1,1,0,1,0,0,1,1
godless,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,godless,1,0,0,0,0,1,0,0,0,0,-1
good,99,4,0.0007502955709825,10.38025333755682,JJ,JJ,0,good,0,1,0,0,1,0,1,0,1,1,1
goodness,1,8,7.578743141237457e-06,17.009609957636428,VBN,VB,0,good,0,1,0,0,1,0,1,0,1,1,1
gore,1,4,7.578743141237457e-06,17.009609957636428,NNP,NN,0,gore,1,0,1,1,0,1,0,1,0,0,-1
gorgeous,1,8,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,gorgeou,0,0,0,0,1,0,1,0,0,0,1
gory,1,4,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,gori,1,0,1,1,0,1,0,1,0,0,-1
gospel,10,6,7.578743141237457e-05,13.687681862749066,NNP,NN,0,gospel,0,0,0,0,0,0,1,0,0,1,1
govern,1,6,7.578743141237457e-06,17.009609957636428,VB,VB,0,govern,0,0,0,0,0,0,1,0,0,1,1
government,53,10,0.0004016733864855,11.28168950307323,NN,NN,0,govern,0,0,0,1,0,1,0,0,0,0,-1
graduation,4,10,3.0314972564949827e-05,15.009609957636428,NN,NN,0,graduat,0,1,0,1,1,0,1,0,1,1,1
grandchildren,6,13,4.5472458847424745e-05,14.424647456915272,NN,NN,0,grandchildren,0,1,0,0,1,0,1,0,0,1,1
grant,10,5,7.578743141237457e-05,13.687681862749066,NNP,NN,0,grant,0,1,0,0,1,0,1,0,0,1,1
grating,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,grate,1,0,1,0,0,1,0,0,0,0,-1
gratitude,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,gratitud,0,0,0,0,1,0,1,0,0,0,1
grave,4,5,3.0314972564949827e-05,15.009609957636428,NN,NN,0,grave,0,0,0,1,0,1,0,1,0,0,-1
gray,2,4,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,gray,0,0,1,0,0,0,0,1,0,0,0
greatness,1,9,7.578743141237457e-06,17.009609957636428,NN,NN,0,great,0,0,0,0,1,0,1,0,1,1,1
green,25,5,0.0001894685785309,12.365753767861705,NNP,NN,0,green,0,0,0,0,1,0,1,0,0,1,1
greeting,2,8,1.5157486282474914e-05,16.009609957636428,NN,NN,0,greet,0,0,0,0,0,0,1,0,1,0,1
grief,3,5,2.2736229423712372e-05,15.424647456915272,NN,NN,0,grief,0,0,0,0,0,1,0,1,0,0,-1
grizzly,1,7,7.578743141237457e-06,17.009609957636428,NNP,NN,0,grizzli,0,0,0,1,0,1,0,0,0,0,-1
gross,8,5,6.0629945129899655e-05,14.009609957636428,NNP,NN,0,gross,0,0,1,0,0,1,0,0,0,0,-1
grow,2,4,1.5157486282474914e-05,16.009609957636428,VB,VB,0,grow,0,1,0,0,1,0,1,0,0,1,1
guarantee,6,9,4.5472458847424745e-05,14.424647456915272,NN,NN,0,guarante,0,0,0,0,0,0,1,0,0,1,1
guard,19,5,0.0001439961196835,12.761682444192845,NNP,NN,0,guard,0,0,0,1,0,0,1,0,0,1,1
guardian,4,8,3.0314972564949827e-05,15.009609957636428,JJ,JJ,0,guardian,0,0,0,0,0,0,1,0,0,1,1
guardianship,4,12,3.0314972564949827e-05,15.009609957636428,NN,NN,0,guardianship,0,0,0,0,0,0,1,0,0,1,1
guidance,1,8,7.578743141237457e-06,17.009609957636428,NN,NN,0,guidanc,0,0,0,0,0,0,1,0,0,1,1
guide,7,5,5.30512019886622e-05,14.202255035578824,NNP,NN,0,guid,0,0,0,0,0,0,1,0,0,1,1
guilt,7,5,5.30512019886622e-05,14.202255035578824,NN,NN,0,guilt,0,0,1,0,0,1,0,1,0,0,-1
guilty,13,6,9.852366083608696e-05,13.309170239495336,JJ,JJ,0,guilti,1,0,0,0,0,1,0,1,0,0,-1
gun,14,3,0.0001061024039773,13.202255035578824,NN,NN,0,gun,1,0,0,1,0,1,0,0,0,0,-1
hag,1,3,7.578743141237457e-06,17.009609957636428,NN,NN,0,hag,0,0,1,1,0,1,0,0,0,0,-1
hanging,4,7,3.0314972564949827e-05,15.009609957636428,VBG,VB,0,hang,1,0,1,1,0,1,0,1,0,0,-1
happily,3,7,2.2736229423712372e-05,15.424647456915272,RB,RB,0,happili,0,0,0,0,1,0,1,0,0,0,1
happiness,3,9,2.2736229423712372e-05,15.424647456915272,NNP,NN,0,happi,0,1,0,0,1,0,1,0,0,0,1
happy,22,5,0.0001667323491072,12.550178338999132,JJ,JJ,0,happi,0,1,0,0,1,0,1,0,0,1,1
harass,1,6,7.578743141237457e-06,17.009609957636428,NN,NN,0,harass,1,0,1,0,0,1,0,0,0,0,-1
hardy,2,5,1.5157486282474914e-05,16.009609957636428,NNP,NN,0,hardi,0,0,0,0,1,0,1,0,0,1,1
harm,4,4,3.0314972564949827e-05,15.009609957636428,NN,NN,0,harm,0,0,0,1,0,1,0,0,0,0,-1
harmful,1,7,7.578743141237457e-06,17.009609957636428,JJ,JJ,0,harm,1,0,1,1,0,1,0,1,0,0,-1
harmony,1,7,7.578743141237457e-06,17.009609957636428,NN,NN,0,harmoni,0,0,0,0,1,0,1,0,0,1,1
harrowing,1,9,7.578743141237457e-06,17.009609957636428,VBG,VB,0,harrow,0,0,0,1,0,1,0,0,0,0,-1
harry,16,5,0.0001212598902597,13.009609957636428,NNP,NN,0,harri,1,0,0,0,0,1,0,1,0,0,-1
harvest,3,7,2.2736229423712372e-05,15.424647456915272,NN,NN,0,harvest,0,1,0,0,1,0,1,0,0,0,1
hate,4,4,3.0314972564949827e-05,15.009609957636428,NN,NN,0,hate,1,0,1,1,0,1,0,1,0,0,-1
